id,rgb_frame,ir_frame,fire,smoke
16718,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16718).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16718).jpg,True,True
3685,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (3685).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (3685).jpg,False,False
11626,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (11626).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (11626).jpg,False,False
2003,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (2003).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (2003).jpg,False,False
21929,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21929).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21929).jpg,True,True
34694,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (34694).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (34694).jpg,True,True
46832,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46832).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46832).jpg,True,False
23866,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (23866).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (23866).jpg,True,True
40464,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (40464).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (40464).jpg,True,False
42810,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (42810).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (42810).jpg,True,True
45822,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (45822).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (45822).jpg,True,False
2408,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (2408).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (2408).jpg,False,False
17580,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17580).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17580).jpg,True,True
9085,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9085).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9085).jpg,False,False
3976,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (3976).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (3976).jpg,False,False
34604,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (34604).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (34604).jpg,True,True
15890,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (15890).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (15890).jpg,True,False
9812,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9812).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9812).jpg,False,False
40666,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (40666).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (40666).jpg,True,False
28677,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (28677).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (28677).jpg,True,True
10149,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (10149).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (10149).jpg,False,False
50946,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (50946).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (50946).jpg,True,False
8769,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8769).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8769).jpg,False,False
39562,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (39562).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (39562).jpg,True,False
32329,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (32329).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (32329).jpg,True,True
23422,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (23422).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (23422).jpg,True,True
23142,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (23142).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (23142).jpg,True,True
47337,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47337).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47337).jpg,True,False
33073,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (33073).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (33073).jpg,True,True
9373,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9373).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9373).jpg,False,False
14635,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (14635).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (14635).jpg,True,True
6913,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (6913).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (6913).jpg,False,False
43806,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43806).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43806).jpg,True,True
30977,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30977).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30977).jpg,True,True
49733,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49733).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49733).jpg,True,False
21338,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21338).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21338).jpg,True,True
25895,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (25895).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (25895).jpg,True,True
28202,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (28202).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (28202).jpg,True,True
40708,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (40708).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (40708).jpg,True,False
47367,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47367).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47367).jpg,True,False
15205,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (15205).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (15205).jpg,True,False
6518,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (6518).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (6518).jpg,False,False
40690,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (40690).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (40690).jpg,True,False
50013,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (50013).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (50013).jpg,True,False
43024,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43024).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43024).jpg,True,True
32081,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (32081).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (32081).jpg,True,True
26721,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (26721).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (26721).jpg,True,True
26129,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (26129).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (26129).jpg,True,True
17062,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17062).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17062).jpg,True,True
903,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (903).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (903).jpg,False,False
52712,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52712).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52712).jpg,True,False
45102,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (45102).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (45102).jpg,True,True
43882,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43882).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43882).jpg,True,True
15921,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (15921).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (15921).jpg,True,False
11096,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (11096).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (11096).jpg,False,False
26798,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (26798).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (26798).jpg,True,True
28217,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (28217).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (28217).jpg,True,True
27166,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (27166).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (27166).jpg,True,True
36875,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (36875).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (36875).jpg,True,False
6210,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (6210).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (6210).jpg,False,False
2389,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (2389).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (2389).jpg,False,False
37096,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (37096).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (37096).jpg,True,False
22558,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (22558).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (22558).jpg,True,True
41678,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (41678).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (41678).jpg,True,True
35870,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35870).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35870).jpg,True,True
8963,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8963).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8963).jpg,False,False
18839,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (18839).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (18839).jpg,True,True
2158,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (2158).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (2158).jpg,False,False
7638,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7638).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7638).jpg,False,False
40761,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (40761).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (40761).jpg,True,False
6919,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (6919).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (6919).jpg,False,False
27691,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (27691).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (27691).jpg,True,True
9684,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9684).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9684).jpg,False,False
25245,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (25245).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (25245).jpg,True,True
31802,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (31802).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (31802).jpg,True,True
46900,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46900).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46900).jpg,True,False
9702,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9702).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9702).jpg,False,False
46553,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46553).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46553).jpg,True,False
42011,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (42011).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (42011).jpg,True,True
49064,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49064).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49064).jpg,True,False
8028,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8028).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8028).jpg,False,False
21367,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21367).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21367).jpg,True,True
354,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (354).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (354).jpg,False,False
36570,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (36570).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (36570).jpg,True,False
17547,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17547).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17547).jpg,True,True
29393,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29393).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29393).jpg,True,True
29641,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29641).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29641).jpg,True,True
21845,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21845).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21845).jpg,True,True
49872,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49872).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49872).jpg,True,False
18290,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (18290).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (18290).jpg,True,True
16687,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16687).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16687).jpg,True,True
30307,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30307).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30307).jpg,True,True
1580,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1580).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1580).jpg,False,False
29973,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29973).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29973).jpg,True,True
12241,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (12241).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (12241).jpg,False,False
29495,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29495).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29495).jpg,True,True
52025,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52025).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52025).jpg,True,True
46134,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46134).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46134).jpg,True,False
24839,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (24839).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (24839).jpg,True,True
19660,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (19660).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (19660).jpg,True,True
17341,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17341).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17341).jpg,True,True
52675,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (52675).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (52675).jpg,True,False
8840,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8840).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8840).jpg,False,False
20766,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (20766).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (20766).jpg,True,True
12926,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (12926).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (12926).jpg,False,False
18177,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (18177).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (18177).jpg,True,True
33496,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (33496).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (33496).jpg,True,True
43038,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43038).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43038).jpg,True,True
47940,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47940).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47940).jpg,True,False
21238,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21238).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21238).jpg,True,True
47372,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47372).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47372).jpg,True,False
5563,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (5563).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (5563).jpg,False,False
34212,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (34212).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (34212).jpg,True,True
46777,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (46777).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (46777).jpg,True,False
750,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (750).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (750).jpg,False,False
11442,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (11442).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (11442).jpg,False,False
9831,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (9831).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (9831).jpg,False,False
20818,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (20818).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (20818).jpg,True,True
17297,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (17297).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (17297).jpg,True,True
40024,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (40024).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (40024).jpg,True,False
43853,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (43853).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (43853).jpg,True,True
29939,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29939).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29939).jpg,True,True
51056,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (51056).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (51056).jpg,True,False
16152,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16152).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16152).jpg,True,True
42790,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (42790).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (42790).jpg,True,True
41221,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (41221).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (41221).jpg,True,False
4247,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (4247).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (4247).jpg,False,False
47547,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47547).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47547).jpg,True,False
1517,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (1517).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (1517).jpg,False,False
23393,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (23393).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (23393).jpg,True,True
36620,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (36620).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (36620).jpg,True,False
35680,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (35680).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (35680).jpg,True,True
20173,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (20173).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (20173).jpg,True,True
47747,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47747).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47747).jpg,True,False
47753,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (47753).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (47753).jpg,True,False
16133,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16133).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16133).jpg,True,True
13780,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (13780).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (13780).jpg,True,True
38405,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (38405).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (38405).jpg,True,False
24226,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (24226).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (24226).jpg,True,True
29250,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (29250).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (29250).jpg,True,True
22823,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (22823).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (22823).jpg,True,True
7151,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7151).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7151).jpg,False,False
51217,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (51217).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (51217).jpg,True,True
23118,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (23118).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (23118).jpg,True,True
103,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (103).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (103).jpg,False,False
7887,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7887).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7887).jpg,False,False
21983,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21983).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21983).jpg,True,True
45141,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (45141).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (45141).jpg,True,True
50544,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (50544).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (50544).jpg,True,False
21482,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (21482).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (21482).jpg,True,True
8043,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (8043).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (8043).jpg,False,False
39801,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (39801).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (39801).jpg,True,False
170,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (170).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (170).jpg,False,False
31951,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (31951).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (31951).jpg,True,True
23478,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (23478).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (23478).jpg,True,True
22746,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (22746).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (22746).jpg,True,True
7074,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7074).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7074).jpg,False,False
2479,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (2479).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (2479).jpg,False,False
7329,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (7329).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (7329).jpg,False,False
28898,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (28898).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (28898).jpg,True,True
30472,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30472).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30472).jpg,True,True
2803,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (2803).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (2803).jpg,False,False
30717,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (30717).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (30717).jpg,True,True
53158,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (53158).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (53158).jpg,True,False
39923,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (39923).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (39923).jpg,True,False
40065,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (40065).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (40065).jpg,True,False
16585,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (16585).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (16585).jpg,True,True
49637,../datasets/contrast-stretched/254p RGB Images/254p RGB Frame (49637).jpg,../datasets/contrast-stretched/254p Thermal Images/254p Thermal Frame (49637).jpg,True,False
